Split	Serial	German Text	English Text	German Gloss	English Gloss	German Gloss Token	English Gloss Token	Class
train	3282	auch im westen und nordwesten gegen abend einzelne schauer oder gewitter				GEWITTER	THUNDERSTORM	1
train	3282	auch im westen und nordwesten gegen abend einzelne schauer oder gewitter				ODER	OR	0
train	3282	auch im westen und nordwesten gegen abend einzelne schauer oder gewitter				REGEN	RAIN	1
train	3284	bei gewittern sind stürmische böen möglich	stormy gusts are possible during thunderstorms	PLOETZLICH GEWITTER KOENNEN STURM WEHEN	Suddenly a thunderstorm can blow a storm	PLOETZLICH	PLOETZLICH	0
train	3284	bei gewittern sind stürmische böen möglich				GEWITTER	THUNDERSTORM	0
train	3284	bei gewittern sind stürmische böen möglich				KOENNEN	CAN	0
train	3284	bei gewittern sind stürmische böen möglich				STURM	STORM	3
train	3284	bei gewittern sind stürmische böen möglich				WEHEN	Woe	0
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können	there are also showers and thunderstorms that occur more frequently in the southeast half and can also be storm-like in some places	DAZU REGEN UND GEWITTER SUEDOST OFT GEWITTER KOENNEN UNWETTER REGEN KOENNEN	ADDED TO THIS, RAIN AND THUNDERSTORM SOUTH EAST OFTEN THEREFORE THROUGH WEATHER CAN BE RAIN	DAZU	TO	0
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				REGEN	RAIN	3
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				UND	AND	0
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				GEWITTER	THUNDERSTORM	3
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				SUEDOST	SUEDOST	0
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				OFT	OFTEN	0
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				GEWITTER	THUNDERSTORM	3
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				KOENNEN	CAN	0
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				UNWETTER	STORM	3
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				REGEN	RAIN	0
train	3286	dazu gibt es schauer und gewitter die in der südosthälfte häufiger auftreten und örtlich auch unwetterartig sein können				KOENNEN	CAN	0
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer	from the west to the center there is a little rain in the northeast, although fewer clouds but a few showers	BIS MITTE IX REGEN NORDOST IX neg-VIEL neg-VIEL neg-WOLKE neg-VIEL neg-WOLKE ABER SCHAUER	UP TO MIDDLE IX RAIN NORTH EAST IX neg-LOT neg-LOT neg-CLOUD neg-LOT neg-CLOUD BUT SHOWERS	BIS	UNTIL	0
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				MITTE	NOT	0
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				IX	IX	0
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				REGEN	RAIN	1
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				NORDOST	NORTHEAST	0
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				IX	IX	0
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				neg-VIEL	neg-MUCH	1
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				neg-VIEL	neg-MUCH	1
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				neg-WOLKE	neg-CLOUDS	1
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				neg-VIEL	neg-MUCH	1
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				neg-WOLKE	neg-CLOUDS	1
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				ABER	BUT	0
train	3292	vom westen bis in die mitte fällt etwas regen im nordosten zwar weniger wolken aber einzelne schauer				SCHAUER	SHOWER	1
train	3293	kühle fünf grad heute nacht in oberschwaben an der ostsee bis zwölf grad	cool five degrees tonight in upper swabia on the baltic sea to twelve degrees	HEUTE NACHT OBER REGION FUENF OST MAXIMAL ZWOELF	TODAY NIGHT ABOVE REGION FIVE EAST A MAXIMUM OF TWELVE	HEUTE	TODAY	0
train	3293	kühle fünf grad heute nacht in oberschwaben an der ostsee bis zwölf grad				NACHT	NIGHT	0
train	3293	kühle fünf grad heute nacht in oberschwaben an der ostsee bis zwölf grad				OBER	UPPER	0
train	3293	kühle fünf grad heute nacht in oberschwaben an der ostsee bis zwölf grad				REGION	REGION	0
train	3293	kühle fünf grad heute nacht in oberschwaben an der ostsee bis zwölf grad				FUENF	FIVE	0
train	3293	kühle fünf grad heute nacht in oberschwaben an der ostsee bis zwölf grad				OST	OST	0
train	3293	kühle fünf grad heute nacht in oberschwaben an der ostsee bis zwölf grad				MAXIMAL	MAXIMUM	0
train	3293	kühle fünf grad heute nacht in oberschwaben an der ostsee bis zwölf grad				ZWOELF	SWEET	0
train	3297	ein hoch bahnt sich seinen weg richtung deutschland	a high winds its way towards germany	HOCH KOMMEN OST DEUTSCHLAND	UP TO EAST GERMANY	HOCH	HIGH	0
train	3297	ein hoch bahnt sich seinen weg richtung deutschland				KOMMEN	COME	0
train	3297	ein hoch bahnt sich seinen weg richtung deutschland				OST	OST	0
train	3297	ein hoch bahnt sich seinen weg richtung deutschland				DEUTSCHLAND	GERMANY	0
train	3298	allerdings bestimmt es erst am dienstag das wetter im ganzen land	However, it only determines the weather in the whole country on Tuesday	ABER DIENSTAG EINFLUSS WETTER LAND MORGEN	BUT TUESDAY INFLUENCE WEATHER COUNTRY TOMORROW	ABER	BUT	0
train	3298	allerdings bestimmt es erst am dienstag das wetter im ganzen land				DIENSTAG	TUESDAY	0
train	3298	allerdings bestimmt es erst am dienstag das wetter im ganzen land				EINFLUSS	INFLUENCE	0
train	3298	allerdings bestimmt es erst am dienstag das wetter im ganzen land				WETTER	WEATHER	0
train	3298	allerdings bestimmt es erst am dienstag das wetter im ganzen land				LAND	LAND	0
train	3298	allerdings bestimmt es erst am dienstag das wetter im ganzen land				MORGEN	MORNING	0
train	3302	am tag temperaturen zwischen sechzehn und zwanzig grad am oberrhein bis zweiundzwanzig grad	during the day temperatures between sixteen and twenty degrees on the upper rhine to twenty-two degrees	TAG SECHSZEHN BIS ZWANZIG FLUSS ZWEI ZWANZIG	DAY SIXTEEN TO TWENTY RIVER TWO TWENTY	TAG	TAG	0
train	3302	am tag temperaturen zwischen sechzehn und zwanzig grad am oberrhein bis zweiundzwanzig grad				SECHSZEHN	SIXTEEN	0
train	3302	am tag temperaturen zwischen sechzehn und zwanzig grad am oberrhein bis zweiundzwanzig grad				BIS	UNTIL	0
train	3302	am tag temperaturen zwischen sechzehn und zwanzig grad am oberrhein bis zweiundzwanzig grad				ZWANZIG	TWENTY	0
train	3302	am tag temperaturen zwischen sechzehn und zwanzig grad am oberrhein bis zweiundzwanzig grad				FLUSS	FLOW	0
train	3302	am tag temperaturen zwischen sechzehn und zwanzig grad am oberrhein bis zweiundzwanzig grad				ZWEI	TWO	0
train	3302	am tag temperaturen zwischen sechzehn und zwanzig grad am oberrhein bis zweiundzwanzig grad				ZWANZIG	TWENTY	0
train	3303	am montag ziehen einige wolkenfelder durch im nordwesten regnet es gebietsweise im süden und osten ist es recht freundlich	on monday some cloud fields move through in the northwest it rains in areas in the south and east it is quite friendly	MONTAG WOLKE NORDWEST REGEN SUEDOST FREUNDLICH	MONDAY CLOUD NORTHWEST RAIN SOUTH EAST FRIENDLY	MONTAG	MONDAY	0
train	3303	am montag ziehen einige wolkenfelder durch im nordwesten regnet es gebietsweise im süden und osten ist es recht freundlich				WOLKE	CLOUD	0
train	3303	am montag ziehen einige wolkenfelder durch im nordwesten regnet es gebietsweise im süden und osten ist es recht freundlich				NORDWEST	NORTHWEST	0
train	3303	am montag ziehen einige wolkenfelder durch im nordwesten regnet es gebietsweise im süden und osten ist es recht freundlich				REGEN	RAIN	0
train	3303	am montag ziehen einige wolkenfelder durch im nordwesten regnet es gebietsweise im süden und osten ist es recht freundlich				SUEDOST	SUEDOST	0
train	3303	am montag ziehen einige wolkenfelder durch im nordwesten regnet es gebietsweise im süden und osten ist es recht freundlich				FREUNDLICH	FRIENDLY	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein	tomorrow values from minus one degree in the Vogtland to plus six on the upper rhine	MORGEN DESHALB TEMPERATUR VOGEL LAND PLUS ZWEI BIS IX FLUSS PLUS SECHS	TOMORROW THEREFORE TEMPERATURE BIRD LAND PLUS TWO TO IX RIVERS PLUS SIX	MORGEN	MORNING	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				DESHALB	FOR THIS REASON	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				TEMPERATUR	TEMPERATURE	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				VOGEL	BIRD	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				LAND	LAND	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				PLUS	MORE	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				ZWEI	TWO	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				BIS	UNTIL	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				IX	IX	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				FLUSS	FLOW	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				PLUS	MORE	0
train	3313	morgen werte von minus einem grad im vogtland bis plus sechs am oberrhein				SECHS	SIX	0
train	3326	allerdings gibt es neben sonne ein paar wolken	however, there are a few clouds next to the sun	ABER SONNE AUCH DABEI WOLKE	BUT SUN ALSO WITH CLOUD	ABER	BUT	0
train	3326	allerdings gibt es neben sonne ein paar wolken				SONNE	SUN	0
train	3326	allerdings gibt es neben sonne ein paar wolken				AUCH	EVEN	0
train	3326	allerdings gibt es neben sonne ein paar wolken				DABEI	INCLUDED	0
train	3326	allerdings gibt es neben sonne ein paar wolken				WOLKE	CLOUD	1
train	3327	am dienstag ist es in der nordosthälfte freundlich richtung westen und südwesten wolken und etwas regen	on tuesday it is friendly in the north-east direction west and south-west clouds and some rain	DIENSTAG NORDOST FREUNDLICH WEST SUEDWEST WOLKE BISSCHEN REGEN	TUESDAY NORTH EAST FRIENDLY WEST SOUTHWEST CLOUD BIT RAIN	DIENSTAG	TUESDAY	0
train	3327	am dienstag ist es in der nordosthälfte freundlich richtung westen und südwesten wolken und etwas regen				NORDOST	NORTHEAST	0
train	3327	am dienstag ist es in der nordosthälfte freundlich richtung westen und südwesten wolken und etwas regen				FREUNDLICH	FRIENDLY	0
train	3327	am dienstag ist es in der nordosthälfte freundlich richtung westen und südwesten wolken und etwas regen				WEST	WEST	0
train	3327	am dienstag ist es in der nordosthälfte freundlich richtung westen und südwesten wolken und etwas regen				SUEDWEST	SUEDWEST	0
train	3327	am dienstag ist es in der nordosthälfte freundlich richtung westen und südwesten wolken und etwas regen				WOLKE	CLOUD	0
train	3327	am dienstag ist es in der nordosthälfte freundlich richtung westen und südwesten wolken und etwas regen				BISSCHEN	LITTLE	1
train	3327	am dienstag ist es in der nordosthälfte freundlich richtung westen und südwesten wolken und etwas regen				REGEN	RAIN	1
train	3328	unser wetter wird weiterhin von hohem luftdruck bestimmt	our weather is still determined by high air pressure	HIER WETTER HIER HOCH LUFT KOMMEN	HERE WEATHER COME UP IN THE AIR	HIER	HERE	0
train	3328	unser wetter wird weiterhin von hohem luftdruck bestimmt				WETTER	WEATHER	0
train	3328	unser wetter wird weiterhin von hohem luftdruck bestimmt				HIER	HERE	0
train	3328	unser wetter wird weiterhin von hohem luftdruck bestimmt				HOCH	HIGH	3
train	3328	unser wetter wird weiterhin von hohem luftdruck bestimmt				LUFT	AIR	3
train	3328	unser wetter wird weiterhin von hohem luftdruck bestimmt				KOMMEN	COME	0
train	3347	und nun die wettervorhersage für morgen mittwoch den achten dezember	and now the weather forecast for tomorrow wednesday december eighth	JETZT WETTER VORAUSSAGE MORGEN MITTWOCH ACHTE DEZEMBER	NOW WEATHER PREDICTION TOMORROW WEDNESDAY DECEMBER	JETZT	NOW	0
train	3347	und nun die wettervorhersage für morgen mittwoch den achten dezember				WETTER	WEATHER	0
train	3347	und nun die wettervorhersage für morgen mittwoch den achten dezember				VORAUSSAGE	FORECAST	0
train	3347	und nun die wettervorhersage für morgen mittwoch den achten dezember				MORGEN	MORNING	0
train	3347	und nun die wettervorhersage für morgen mittwoch den achten dezember				MITTWOCH	WEDNESDAY	0
train	3347	und nun die wettervorhersage für morgen mittwoch den achten dezember				ACHTE	BUY	0
train	3347	und nun die wettervorhersage für morgen mittwoch den achten dezember				DEZEMBER	DECEMBER	0
train	3357	am samstag regen im bergland im süden und osten schnee dabei ist es windig	on saturday rain in the mountains in the south and east snow and it is windy	SAMSTAG REGEN MEER SUEDOST SCHNEE DABEI WIND	SATURDAY RAIN SEA SOUTH EAST SNOW WITH WIND	SAMSTAG	SATURDAY	0
train	3357	am samstag regen im bergland im süden und osten schnee dabei ist es windig				REGEN	RAIN	0
train	3357	am samstag regen im bergland im süden und osten schnee dabei ist es windig				MEER	MORE	0
train	3357	am samstag regen im bergland im süden und osten schnee dabei ist es windig				SUEDOST	SUEDOST	0
train	3357	am samstag regen im bergland im süden und osten schnee dabei ist es windig				SCHNEE	SNOW	0
train	3357	am samstag regen im bergland im süden und osten schnee dabei ist es windig				DABEI	INCLUDED	0
train	3357	am samstag regen im bergland im süden und osten schnee dabei ist es windig				WIND	WIND	0
train	3359	das tief über dem östlichen mitteleuropa bestimmt unser wetter	our weather is determined by the low altitude over eastern central europe	REGION TIEF AUFZIEHEN	RAISE THE REGION DEEP	REGION	REGION	0
train	3359	das tief über dem östlichen mitteleuropa bestimmt unser wetter				TIEF	DEEP	0
train	3359	das tief über dem östlichen mitteleuropa bestimmt unser wetter				AUFZIEHEN	PULL UP	0
train	3373	und nun die wettervorhersage für morgen dienstag den sechsten dezember	and now the weather forecast for tomorrow, tuesday, december sixth	JETZT MORGEN WETTER WIE-AUSSEHEN DIENSTAG SECHSTE DEZEMBER	NOW MORNING WEATHER LOOK LIKE TUESDAY 6TH DECEMBER	JETZT	NOW	0
train	3373	und nun die wettervorhersage für morgen dienstag den sechsten dezember				MORGEN	MORNING	0
train	3373	und nun die wettervorhersage für morgen dienstag den sechsten dezember				WETTER	WEATHER	0
train	3373	und nun die wettervorhersage für morgen dienstag den sechsten dezember				WIE-AUSSEHEN	LIKE LOOK	0
train	3373	und nun die wettervorhersage für morgen dienstag den sechsten dezember				DIENSTAG	TUESDAY	0
train	3373	und nun die wettervorhersage für morgen dienstag den sechsten dezember				SECHSTE	SIXTH	0
train	3373	und nun die wettervorhersage für morgen dienstag den sechsten dezember				DEZEMBER	DECEMBER	0
train	3374	tiefer luftdruck bestimmt unser wetter	our weather is determined by low air pressure	TIEF WEHEN	BURN DEEPLY	TIEF	DEEP	1
train	3374	tiefer luftdruck bestimmt unser wetter				WEHEN	Woe	1
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es	in the north there are showers tonight, with rain as well as snow, in the south it rains for longer in areas above about four hundred meters it snows	NORD HEUTE NACHT SCHAUER REGEN SCHNEE KOENNEN DABEI SUED IX REGEN UEBER METER VIERHUNDERT HOEHE IX SCHNEE	NORTH TODAY SHOWERS RAIN SNOW MAY ALSO SUED IX RAIN OVER METERS FOUR HUNDRED HEIGHT IX SNOW	NORD	NORTH	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				HEUTE	TODAY	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				NACHT	NIGHT	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				SCHAUER	SHOWER	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				REGEN	RAIN	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				SCHNEE	SNOW	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				KOENNEN	CAN	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				DABEI	INCLUDED	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				SUED	SUED	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				IX	IX	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				REGEN	RAIN	3
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				UEBER	ABOVE	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				METER	METER	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				VIERHUNDERT	FOUR HUNDRED	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				HOEHE	HEIGHT	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				IX	IX	0
train	3377	im norden gibt es heute nacht schauer wobei neben regen auch schnee dabei ist in der südhälfte regnet es gebietsweise länger oberhalb von etwa vier hundert metern schneit es				SCHNEE	SNOW	0
train	3380	weiter nördlich mal sonne mal wolken mit einzelnen regen graupel oder schneeschauern	further north, sometimes sunshine, clouds with single rain sleet or snow showers	NORD REGEN SONNE WOLKE	NORTH RAIN SUN CLOUD	NORD	NORTH	0
train	3380	weiter nördlich mal sonne mal wolken mit einzelnen regen graupel oder schneeschauern				REGEN	RAIN	1
train	3380	weiter nördlich mal sonne mal wolken mit einzelnen regen graupel oder schneeschauern				SONNE	SUN	1
train	3380	weiter nördlich mal sonne mal wolken mit einzelnen regen graupel oder schneeschauern				WOLKE	CLOUD	1
train	3382	am alpenrand heute nacht minus sechs am oberrhein bis plus vier grad	tonight on the edge of the alps minus six on the upper rhine up to plus four degrees	REGION HEUTE NACHT MINUS SECHS SUEDWEST PLUS VIER	REGION TODAY MINUS SIX SOUTHWEST PLUS FOUR	REGION	REGION	0
train	3382	am alpenrand heute nacht minus sechs am oberrhein bis plus vier grad				HEUTE	TODAY	0
train	3382	am alpenrand heute nacht minus sechs am oberrhein bis plus vier grad				NACHT	NIGHT	0
train	3382	am alpenrand heute nacht minus sechs am oberrhein bis plus vier grad				MINUS	MINUS	0
train	3382	am alpenrand heute nacht minus sechs am oberrhein bis plus vier grad				SECHS	SIX	0
train	3382	am alpenrand heute nacht minus sechs am oberrhein bis plus vier grad				SUEDWEST	SUEDWEST	0
train	3382	am alpenrand heute nacht minus sechs am oberrhein bis plus vier grad				PLUS	MORE	0
train	3382	am alpenrand heute nacht minus sechs am oberrhein bis plus vier grad				VIER	FOUR	0
train	3398	und wir haben auch in dieser nacht schon ein paar schneefälle an den alpen und in den mittelgebirgen	and we already have a few snowfalls on the alps and in the low mountain ranges that night	SCHON ALPEN MITTE BERG IX	ALREADY ALPS IN THE MIDDLE OF THE MOUNTAIN IX	SCHON	BEAUTIFUL	0
train	3398	und wir haben auch in dieser nacht schon ein paar schneefälle an den alpen und in den mittelgebirgen				ALPEN	ALPS	0
train	3398	und wir haben auch in dieser nacht schon ein paar schneefälle an den alpen und in den mittelgebirgen				MITTE	NOT	0
train	3398	und wir haben auch in dieser nacht schon ein paar schneefälle an den alpen und in den mittelgebirgen				BERG	MOUNTAIN	0
train	3398	und wir haben auch in dieser nacht schon ein paar schneefälle an den alpen und in den mittelgebirgen				IX	IX	0
train	3400	und im westen haben wir dicke nebelfelder und deshalb wird der morgige tag fast überall ziemlich trüb sein	and in the west we have thick fog fields and therefore tomorrow will be pretty cloudy almost everywhere	MORGEN TAG TRUEB HAUPTSAECHLICH REGEN REGION DEUTSCHLAND	MORNING DAY TRUEB MAINLY RAIN REGION OF GERMANY	MORGEN	MORNING	0
train	3400	und im westen haben wir dicke nebelfelder und deshalb wird der morgige tag fast überall ziemlich trüb sein				TAG	TAG	0
train	3400	und im westen haben wir dicke nebelfelder und deshalb wird der morgige tag fast überall ziemlich trüb sein				TRUEB	TRUEB	0
train	3400	und im westen haben wir dicke nebelfelder und deshalb wird der morgige tag fast überall ziemlich trüb sein				HAUPTSAECHLICH	MAINLY	0
train	3400	und im westen haben wir dicke nebelfelder und deshalb wird der morgige tag fast überall ziemlich trüb sein				REGEN	RAIN	3
train	3400	und im westen haben wir dicke nebelfelder und deshalb wird der morgige tag fast überall ziemlich trüb sein				REGION	REGION	0
train	3400	und im westen haben wir dicke nebelfelder und deshalb wird der morgige tag fast überall ziemlich trüb sein				DEUTSCHLAND	GERMANY	0
train	3403	anfangs gibt es im östlichen bayern und in sachsen noch ein bisschen schnee und regen	in the beginning there is still a bit of snow and rain in eastern bavaria and saxony	REGEN BAYERN REGION AUCH REGEN	RAIN BAVARIA REGION ALSO RAIN	REGEN	RAIN	1
train	3403	anfangs gibt es im östlichen bayern und in sachsen noch ein bisschen schnee und regen				BAYERN	BAVARIA	0
train	3403	anfangs gibt es im östlichen bayern und in sachsen noch ein bisschen schnee und regen				REGION	REGION	0
train	3403	anfangs gibt es im östlichen bayern und in sachsen noch ein bisschen schnee und regen				AUCH	EVEN	0
train	3403	anfangs gibt es im östlichen bayern und in sachsen noch ein bisschen schnee und regen				REGEN	RAIN	1
train	3406	so bis zu weihnachten etwa anfang nächster woche gibt es dauerfrost	so by christmas around the beginning of next week there will be permafrost	BIS WAHRSCHEINLICH WEIHNACHTEN ANFANG NAECHSTE DURCH FROST	UNTIL CHRISTMAS PROBABLY BEGINNING NEXT BY FROST	BIS	UNTIL	0
train	3406	so bis zu weihnachten etwa anfang nächster woche gibt es dauerfrost				WAHRSCHEINLICH	PROBABLY	0
train	3406	so bis zu weihnachten etwa anfang nächster woche gibt es dauerfrost				WEIHNACHTEN	CHRISTMAS	0
train	3406	so bis zu weihnachten etwa anfang nächster woche gibt es dauerfrost				ANFANG	BEGINNING	0
train	3406	so bis zu weihnachten etwa anfang nächster woche gibt es dauerfrost				NAECHSTE	NEXT	0
train	3406	so bis zu weihnachten etwa anfang nächster woche gibt es dauerfrost				DURCH	BY	0
train	3406	so bis zu weihnachten etwa anfang nächster woche gibt es dauerfrost				FROST	FROST	3
train	3434	und nun die wettervorhersage für morgen freitag den sechsten august	and now the weather forecast for tomorrow, friday the sixth of august	JETZT WETTER WIE-AUSSEHEN MORGEN FREITAG SECHSTE AUGUST	NOW THE WEATHER LOOKS LIKE TOMORROW, FRIDAY AUGUST 6TH	JETZT	NOW	0
train	3434	und nun die wettervorhersage für morgen freitag den sechsten august				WETTER	WEATHER	0
train	3434	und nun die wettervorhersage für morgen freitag den sechsten august				WIE-AUSSEHEN	LIKE LOOK	0
train	3434	und nun die wettervorhersage für morgen freitag den sechsten august				MORGEN	MORNING	0
train	3434	und nun die wettervorhersage für morgen freitag den sechsten august				FREITAG	FRIDAY	0
train	3434	und nun die wettervorhersage für morgen freitag den sechsten august				SECHSTE	SIXTH	0
train	3434	und nun die wettervorhersage für morgen freitag den sechsten august				AUGUST	AUGUST	0
train	3436	ein zwischenhoch bringt morgen dem westen schon eine wetterbesserung	an intermediate high tomorrow will bring an improvement in the weather to the west	DESHALB DAZWISCHEN HOCH MORGEN WEST BESSER	THEREFORE BETTER BETWEEN THE MORNING WEST	DESHALB	FOR THIS REASON	0
train	3436	ein zwischenhoch bringt morgen dem westen schon eine wetterbesserung				DAZWISCHEN	BETWEEN	0
train	3436	ein zwischenhoch bringt morgen dem westen schon eine wetterbesserung				HOCH	HIGH	0
train	3436	ein zwischenhoch bringt morgen dem westen schon eine wetterbesserung				MORGEN	MORNING	0
train	3436	ein zwischenhoch bringt morgen dem westen schon eine wetterbesserung				WEST	WEST	0
train	3436	ein zwischenhoch bringt morgen dem westen schon eine wetterbesserung				BESSER	BETTER	0
train	3440	im westen und nordwesten ist es meist freundlich	in the west and northwest it is mostly friendly	WEST NORDWEST FREUNDLICH	WEST NORTHWEST FRIENDLY	WEST	WEST	0
train	3440	im westen und nordwesten ist es meist freundlich				NORDWEST	NORTHWEST	0
train	3440	im westen und nordwesten ist es meist freundlich				FREUNDLICH	FRIENDLY	0
train	3445	am sonntag ist es insgesamt schon wieder unbeständiger	on sunday it is altogether more volatile again	SONNTAG ALLGEMEIN WECHSELHAFT	SUNDAY GENERALLY CHANGING	SONNTAG	SUNDAY	0
train	3445	am sonntag ist es insgesamt schon wieder unbeständiger				ALLGEMEIN	GENERALLY	0
train	3445	am sonntag ist es insgesamt schon wieder unbeständiger				WECHSELHAFT	CHANGING	0
train	3453	elf grad heute nacht im norden bis neunzehn grad am oberrhein	eleven degrees tonight in the north to nineteen degrees on the upper rhine	HEUTE NACHT NORD REGION ELF GRAD FLUSS NEUNZEHN GRAD	TODAY NORTH REGION ELF DEGREES RIVER Nineteen DEGREES	HEUTE	TODAY	0
train	3453	elf grad heute nacht im norden bis neunzehn grad am oberrhein				NACHT	NIGHT	0
train	3453	elf grad heute nacht im norden bis neunzehn grad am oberrhein				NORD	NORTH	0
train	3453	elf grad heute nacht im norden bis neunzehn grad am oberrhein				REGION	REGION	0
train	3453	elf grad heute nacht im norden bis neunzehn grad am oberrhein				ELF	ELF	0
train	3453	elf grad heute nacht im norden bis neunzehn grad am oberrhein				GRAD	CITY	0
train	3453	elf grad heute nacht im norden bis neunzehn grad am oberrhein				FLUSS	FLOW	0
train	3453	elf grad heute nacht im norden bis neunzehn grad am oberrhein				NEUNZEHN	Nineteen	0
train	3453	elf grad heute nacht im norden bis neunzehn grad am oberrhein				GRAD	CITY	0
